b'@Pinkuizback @_garrywalia @ModiLeDubega pro nahi anti caa tha be',b'1232188817345581061',b'laxman TPN',b'LaxmanJaat88',"b'Barmer, India'",b'',b'233',b'343',b'0',b'7782',b'2483',b'False',b'False',b'True',b'False',b'2010-05-07 04:05:46'
"b'@ANI He should take some strict action against rioters, both Pro and anti CAA ones. And all the protests against CA\\u2026 https://t.co/F8mBhJVcQi'",b'1232160622080512000',b'Yash',b'yashkdesai',b'',"b'Love what you do, do what you Love! 3'",b'145',b'642',b'0',b'3044',b'92812',b'False',b'False',b'True',b'False',b'2013-11-22 17:54:52'
b'@Parv05 @suhasinih Anti and Pro CAA protesters are involved in chaos/ destabilising events leading to violence. But\\u2026 https://t.co/4CWi6QUO3O',b'1232160614006579200',b'KUMUDA CHANDRA PANDA',b'kcpanda1955',"b'Mumbai, India'",b'',b'65',b'376',b'2',b'7445',b'3737',b'False',b'False',b'True',b'False',b'2016-01-28 04:46:19'
"b""@kkkash_if They are not pro CAA they have no knowledge about it , they can't even say the full form of CAA. They ar\\u2026 https://t.co/vyQbh3Gzzj""",b'1232160602404974592',b'Uwais',b'Uwais56894030',b'',b'I miss my cutie pie',b'4',b'9',b'0',b'23',b'10',b'False',b'True',b'True',b'False',b'2020-02-17 09:48:09'
b'@BDUTT Oh so now you want to arrest the pro CAA protesters.',b'1232160568720621568',b'Dhananjay Lagwankar',b'dhanu_lagwankar',b'Mumbai India',"b'A hardcore mechanical engineer specialized in HVAC and pharma facilities. A true scorpion & emotional, god fearing, hard willed, friendly person.'",b'48',b'50',b'0',b'862',b'679',b'False',b'False',b'False',b'False',b'2011-04-06 15:09:21'
b'@VishalDadlani Pro CAA rally (terrori\\xa7t\\xa7) \\n\\nInstigated by @KapilMishra_IND\\nProvoked by @ianuragthakur\\nAgitated by\\u2026 https://t.co/FtSlcWJjQ1',b'1232160562076930049',b'\\U0001f182.\\U0001f183.\\U0001f170.\\U0001f17b.\\U0001f17a.\\U0001f174.\\U0001f181',b'Tweets_E_Azam',b'Kailaasa',"b""Don't mistake my kindness for weakness. I am kind to everyone, but when someone is unkind to me, weak is not what you are going to remember about me \\U0001f3af""",b'498',b'1153',b'5',b'11302',b'7671',b'False',b'False',b'False',b'False',b'2011-07-06 11:01:33'
"b""They don't give a damn about CAA or NRC or NPR. They're not pro law protestors. They're anti-Muslim. No one is atta\\u2026 https://t.co/xcllsZej6J""",b'1232160538161008646',b'Being honest',b'bee_ing_Honest',b'',b'Known As U\\xf1kn\\xf8wN.',b'10',b'105',b'0',b'582',b'834',b'False',b'False',b'True',b'False',b'2020-02-18 06:45:30'
"b'Dr. Yadav, I have tremendous respect for you. Can you make the same appeal to pro #CAA #NRC folks to restrain from\\u2026 https://t.co/qm5mPD6woe'",b'1232160472394280961',b'ManWithNoCountry',b'akchaudh',b'Los Angeles',b'Air Pollution Specialist. Loves Photography and Salsa Dancing. \\nHumanity is my religion. Freedom of Expression =not Abuse.',b'232',b'743',b'1',b'22738',b'4169',b'False',b'False',b'True',b'False',b'2010-07-21 03:09:16'
"b""This 'official' handle of Shaheen Bagh protests kept misleading and INCITING people throughout the day - calling th\\u2026 https://t.co/bnSxnbDmGL""",b'1232160463858782208',b'League of India',b'league_of_india',b'India',"b'A News Media SocioCorp\\u2122 for A PROGRESSIVE INDIA via center-right liberal values in governance, economy and society. (Official FB - https://t.co/4WpbtblTAE\\u2026)'",b'563',b'9',b'11',b'15550',b'506',b'False',b'False',b'False',b'False',b'2008-09-21 04:02:07'
b'Pic 1: Post created by BJP IT cell/ so called pro CAA protestors\\nPic 2: Original pic\\nThis is exactly what is wrong\\u2026 https://t.co/ob9unSIjGX',b'1232160380476104704',b'Aakib Lanjekar',b'aakib_9594',"b'Mumbai, India'","b'IG: aakib_9594\\nIntrovert, music lover, deep thinker, Sometimes wise sometimes otherwise, @msdhoni admirer, @ajaydevgn fan, @sonakshisinha is life..! \\U0001f607'",b'99',b'338',b'0',b'1854',b'3237',b'False',b'False',b'False',b'False',b'2011-03-28 14:30:56'
b'@arbazsami4 @minicnair Bihar me mandir toda wo dekha kya?\\nRatanlal ko pro caa nahi Shahrukh ne maara hai\\nKis iman k\\u2026 https://t.co/McFarMf9Gd',b'1232160346514702337',b'Paradox',b'wise_otherwisee',b'',"b'trying to see it as it is... Grey,\\nfull time accountant, part time human, occasionally child'",b'34',b'129',b'0',b'3753',b'891',b'False',b'False',b'True',b'False',b'2019-10-26 19:40:45'
b'Please let\\u2019s stop calling them pro CAA. Let\\u2019s call them what they are - Anti Muslim. They don\\u2019t give a damn about C\\u2026 https://t.co/gd78155gFG',b'1232160316315713536',b'chirag negi',b'chiragnegi13',"b'Dehradun, India'",b'',b'32',b'84',b'0',b'31',b'82',b'False',b'False',b'True',b'False',b'2018-12-20 03:23:55'
b'@anuragkashyap72 Pro CAA anti Muslim he hai jb unka Aaqa Tadipar CAA anti Muslim he laya hai @007AliSohrab @republic',b'1232160307419717632',b'Mohd Salman',b'Salman45495356',"b'Mumbai, India'",b'My Second home is Aligarh Muslim University  I active in politics for justice',b'29',b'57',b'0',b'493',b'380',b'False',b'False',b'True',b'False',b'2016-11-20 17:05:00'
"b'@AMISHDEVGAN \\u091a\\u093e\\u091a\\u093e, shaheen bagh \\u092e\\u0947\\u0902 2 \\u092e\\u0939\\u0940\\u0928\\u0947 \\u0938\\u0947 protest \\u091a\\u0932 \\u0930\\u0939\\u093e \\u0925\\u093e, \\u0915\\u094b\\u0908 \\u0906\\u0917 \\u0915\\u0939\\u0940\\u0902 \\u0928\\u0939\\u0940 \\u0932\\u093e\\u0917\\u0940 \\u0964 \\u091c\\u092c\\u0938\\u0947 Pro CAA \\u0935\\u093e\\u0932\\u0947 \\u0915\\u0942\\u0926\\u0947 \\u0939\\u0948\\u0902\\u2026 https://t.co/buQi4IZyEC'",b'1232160289627332608',b'TauseeF',b'tauseefkhaan',b'delhi',"b'\\u0910 \\u092e\\u0902\\u091c\\u093f\\u0932 \\u0915\\u0947  \\u092e\\u0941\\u0938\\u093e\\u092b\\u093f\\u0930  \\u0924\\u0941 \\u0915\\u093e\\u0902\\u091f\\u094b\\u0902  \\u0938\\u0947  \\u0928\\u093e \\u0918\\u092c\\u0930\\u093e, \\u0915\\u093f \\u0915\\u093e\\u0902\\u091f\\u0947  \\u0939\\u0940 \\u092c\\u0922\\u093e  \\u0926\\u0947\\u0924\\u0947 \\u0939\\u0948\\u0902  \\u0930\\u092b\\u094d\\u0924\\u093e\\u0930  \\u0915\\u0926\\u092e \\u0915\\u0947\\u0964'",b'25',b'145',b'1',b'1261',b'1142',b'False',b'False',b'True',b'False',b'2009-01-02 09:41:09'
"b""@pokershash @ttindia Anurag kashyap \\n\\nSandhya mrudul\\nAnd \\n\\nKritika kamra \\n\\nGot same what's app msg instructing them\\u2026 https://t.co/GM9tmqrNFf""",b'1232160279510814721',b'Bhavana Rao',b'Bhavana17851510',b'UNITED STATES/\\u2764 hai Hindustani',b'I am back \\n\\nHere for my country! \\n\\nI am always right !\\n\\nPlease be human people !',b'91',b'123',b'0',b'6316',b'21',b'False',b'False',b'True',b'False',b'2019-09-19 18:20:15'
"b""It's a pure Hindu Muslim riot .. stop hiding behind anti and pro CAA ..that's got nothing to do with this .. congra\\u2026 https://t.co/FpmybXBbox""",b'1232160273722527744',b'Hellfire !!',b'ktr1975',"b'Ayodhya, India'",b'maha nalayak',b'498',b'4963',b'3',b'33474',b'12339',b'False',b'False',b'True',b'False',b'2009-03-02 15:52:59'
b'They are not Pro CAA they are real.terriorist https://t.co/DgVNRBse9D',b'1232160233536942081',b'Javed Samad',b'JavedSamad7',"b'Meerut, India'",b'ACA ....\\n100% follow back...',b'164',b'514',b'0',b'4047',b'8805',b'False',b'False',b'True',b'False',b'2018-04-16 05:18:57'
"b'@ravishndtv Whether it is on the anti CAA group or pro CAA group, anyone taking the approach of violence - damaging\\u2026 https://t.co/YzrqZMBfVM'",b'1232160184677519361',b'Twitizen of India',b'tweepleofindia',b'',b'Aap chronology samajhiye ....',b'42',b'37',b'0',b'25',b'7',b'False',b'False',b'True',b'False',b'2019-05-21 08:18:13'
"b'@HasibaAmin It turn out the way bjp want it to b , does anyone wants it to stop ?? There was Sec 144 at those place\\u2026 https://t.co/bI6hlGDqrH'",b'1232160128373317633',b'Shoaib Malik',b'malikshoaib',"b'\\u0928\\u0908 \\u0926\\u093f\\u0932\\u094d\\u0932\\u0940, \\u092d\\u093e\\u0930\\u0924'",b'Proud Indian Muslim \\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'399',b'680',b'1',b'8758',b'46332',b'False',b'False',b'True',b'False',b'2009-09-08 08:56:44'
b'@desh_bhkt @Javedakhtarjadu https://t.co/ialDinAjWm',b'1232160101747716096',b'Hasnat Israq',b'hasnatrbm',b'',"b""There's no bigger task than protecting the homeland & Revolutionized its system ...... Want to Change the Country & World""",b'254',b'2265',b'0',b'2099',b'30713',b'False',b'False',b'False',b'False',b'2011-06-24 10:46:05'
b'@ReutersIndia Anti CAA protestors r attacking  Delhi police &amp; Pro CAA activists  ....',b'1232160082835705858',b'Roy',b'399Roy',b' west bengal.',b'Engineer by Profession . Blocked by @derekobrienmp & @SuPriyoBabul  #IndiaSupportsCAA Follower of both Hinduism & Hindutva.',b'69',b'559',b'0',b'10626',b'2039',b'False',b'False',b'True',b'False',b'2017-03-19 10:47:43'
b'@ndtv What the LG is doing and WETHER SUPREME COURT AND PREZ IS still sleeping.\\n\\nAre they waiting for the whole Ind\\u2026 https://t.co/HhvMjeYhTH',b'1232160047808966657',b'RIZWAN',b'RIZWAN29072668',b'',b'',b'1',b'6',b'0',b'13',b'0',b'False',b'True',b'True',b'False',b'2020-02-19 09:22:04'
b'With Riot Government in Delhi.... Rioting times ahead .... Terrorist Baba and his 40 Chors have marked the houses \\u274c\\u2026 https://t.co/FIcA6dGZaE',b'1232160012539068417',b'\\U0001f1ee\\U0001f1f3 Vinay VS \\U0001f648\\U0001f649\\U0001f64a',b'VinayShindeBlr',b'',"b'\\u092e\\u093e\\u0902,\\u092e\\u0941\\u091d\\u0947 \\u0915\\u094b\\u0908 \\u0936\\u0902\\u0915\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0939\\u0948 \\u0915\\u093f \\u092e\\u0947\\u0930\\u093e \\u092e\\u0941\\u0932\\u094d\\u0915 \\u090f\\u0915 \\u0926\\u093f\\u0928 \\u0906\\u091c\\u093e\\u0926 \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e,\\u092a\\u0930 \\u092e\\u0941\\u091d\\u0947 \\u0921\\u0930 \\u0939\\u0948 \\u0915\\u093f \\u0917\\u094b\\u0930\\u0947 \\u0938\\u093e\\u0939\\u092c \\u091c\\u093f\\u0928 \\u0915\\u0941\\u0930\\u094d\\u0938\\u093f\\u092f\\u094b\\u0902 \\u0915\\u094b \\u091b\\u094b\\u0921\\u093c\\u0915\\u0930 \\u091c\\u093e\\u090f\\u0902\\u0917\\u0947,\\u0909\\u0928 \\u092a\\u0930 \\u092d\\u0942\\u0930\\u0947 \\u0938\\u093e\\u0939\\u092c\\u094b\\u0902 \\u0915\\u093e \\u0915\\u092c\\u094d\\u091c\\u093e \\u0939\\u094b \\u091c\\u093e\\u090f\\u0917\\u093e \\U0001f501\\U0001f6ae'",b'255',b'1527',b'0',b'28651',b'37087',b'False',b'False',b'True',b'False',b'2015-08-17 08:21:31'
b'#Shahrukh\\n#ShaheenBaghCollapse https://t.co/Hd1ePPCh9b',b'1232159989629964288',b'Asif khan',b'iamasifkhan92',b'INDIA ',b'\\u0627\\u064e\\u0644\\u0633\\u0651\\u064e\\u0644\\u0627\\u064e \\u0645\\u064f \\u0639\\u064e\\u0644\\u064e\\u064a\\u0652\\u0643\\u064f\\u0645\\u0652 \\u0648\\u064e\\u0631\\u064e\\u062d\\u0652\\u0645\\u064e\\u0629\\u064f \\u0627\\u0644\\u0644\\u0647\\u0650 \\u0648\\u064e\\u0628\\u064e\\u0631\\u064e\\u0643\\u064e\\u0627 \\u062a\\u064f\\u0647\\u064f',b'213',b'139',b'10',b'8900',b'2699',b'False',b'False',b'True',b'False',b'2013-12-12 15:27:57'
"b""Pro &amp; anti CAA groups continue to clash in Delhi's Maujpur  https://t.co/9II98bN5Fw\\n\\n#ArrestTerroristKapilMishra""",b'1232159894389874688',b'Pankaj Kumar Deka \\U0001f1ee\\U0001f1f3',b'PankajKrDeka',"b'Bongaigaon, India'",b'RTs not endorsement.\\n\\u09f7\\u09f7 \\u099c\\u09df \\u0986\\u0987 \\u0985\\u09b8\\u09ae \\u09f7\\u09f7\\n#IOpposeCitizenshipAmendmentAct\\n#JaiHind',b'274',b'343',b'9',b'439',b'1396',b'False',b'False',b'True',b'False',b'2011-08-15 13:49:27'
b'@kundanyadava @manojkjhadu @AmitShah \\u0928\\u093e\\u092e \\u0924\\u0947\\u0930\\u0947 \\u092c\\u093e\\u092a \\u0915\\u093e \\u0906 \\u0930\\u0939\\u093e \\u0939\\u0948\\u0964 \\n\\nhttps://t.co/UOCX78zwvt',b'1232159843500249089',b'\\u0936\\u0948\\u0932\\u0947\\u0936',b'skjha938',b'India',b'\\u0926\\u0947\\u0936 \\u0914\\u0930 \\u0938\\u0928\\u093e\\u0924\\u0928 \\u0915\\u094b \\u0938\\u092e\\u0930\\u094d\\u092a\\u093f\\u0924\\u0964 \\u091c\\u094b \\u092d\\u0940 \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f\\u0915 \\u0926\\u0932 \\u0907\\u0938\\u0947 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u0926\\u0947\\u0964 \\u092e\\u0947\\u0930\\u093e \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u0909\\u0938\\u0940 \\u0915\\u094b\\u0964 \\u0915\\u093f\\u0938\\u0940 \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f\\u0915 \\u0926\\u0932 \\u0915\\u093e \\u0938\\u092e\\u0930\\u094d\\u0925\\u0915 \\u0938\\u092e\\u091d \\u0915\\u0930 \\u092e\\u0941\\u091d\\u0947 \\u092b\\u0949\\u0932\\u094b \\u0928\\u093e \\u0915\\u0930\\u0947\\u0902\\u0964 \\u0938\\u093e\\u0930\\u0947 \\u0926\\u0932 \\u091b\\u094b\\u091f\\u0947 \\u092f\\u093e \\u092c\\u095c\\u0947 \\u091a\\u094b\\u0930 \\u0939\\u0948',b'376',b'437',b'1',b'12405',b'52532',b'False',b'False',b'True',b'False',b'2013-02-05 11:24:24'
b'https://t.co/kG0mTdo3xx',b'1232159777184108544',b'Dr. Sapna Samant \\u0938\\u092a\\u0928\\u093e \\u0938\\u093e\\u092e\\u0902\\u0924.',b'drsapna',b'Auckland. Aotearoa NZ',b'Misfit weirdo. Deliberate exile. Belonging everywhere; nowhere.',b'1193',b'517',b'29',b'7106',b'737',b'False',b'False',b'False',b'False',b'2008-12-29 05:43:46'
b'https://t.co/Wvdczz1po9',b'1232159750281842689',b'Ahlam Wani',b'AhlamWani5',b'Kashimir|Delhi',"b""After all, what's more human than the fight for survival?""",b'19',b'188',b'0',b'947',b'62',b'False',b'False',b'True',b'False',b'2019-09-01 14:09:30'
"b'@saket71 @sandymridul Moron, you think people who were chanting jai Shree ram and throwing stones were anti CAA. Th\\u2026 https://t.co/S3mInS0KYR'",b'1232159741570404352',b'Bhatti Sahab',b'BhattiS52135202',b'',"b'Parody.. Incredibly huge fan of late  jaspal Bhatti sir. Interested in everything. \\u0908\\u0936\\u094d\\u0935\\u0930 \\u0905\\u0932\\u094d\\u0932\\u093e\\u0939 \\u0924\\u0947\\u0930\\u0947 \\u0928\\u093e\\u092e, \\u0938\\u092c\\u0915\\u094b \\u0938\\u0928\\u092e\\u0924\\u0940 \\u0926\\u0947 \\u092d\\u0917\\u0935\\u093e\\u0928'",b'151',b'199',b'0',b'1024',b'1437',b'False',b'False',b'True',b'False',b'2019-11-12 12:54:44'
"b""@BDUTT It's really well timed so as to make it all look like Kapil's fault. Carrying saffron crates so they seem li\\u2026 https://t.co/6NYWFIIY0h""",b'1232159737187356679',b'Rushali Prasad',b'godhoonbey',"b'Kerala, India'","b'Nationalist | Defense aspirant | BJP supporter.\\n Nation First, Always\\u2694'",b'216',b'105',b'2',b'10168',b'34400',b'False',b'False',b'True',b'False',b'2017-03-10 17:14:52'
"b'@sandymridul Your first sentence is right. This is not pro CAA, but its anti CAA. Its not anti Muslim, but. anti Hi\\u2026 https://t.co/EePOu0Dweb'",b'1232159732846206979',b'Salil',b'sailorsalil',b'Pune',"b'Water in my name, water in my moon sign, water in my profession. Sailor/mariner, electric engr. Potterhead, Titanic fan'",b'212',b'499',b'0',b'6524',b'25723',b'False',b'False',b'True',b'False',b'2010-05-21 16:04:40'
b'@Kritika_Kamra PRO CAA PRO NRC PRO NPR ZINDABAD.',b'1232159633239732224',b'Maheshwari Hindustani',b'Indian41771245',"b'Maharashtra, India'",b'being special is just being ordinary',b'20',b'48',b'0',b'6201',b'1400',b'False',b'True',b'True',b'False',b'2018-05-20 01:19:19'
"b'@nitindhanuka Anti CAA has demanded the HM to come and talk.... If HM had agreed , the protest would have ended....\\u2026 https://t.co/sILwk9M2CA'",b'1232159495763054593',b'Rakesh',b'RakeshAlva',"b'Mumbai, India'",b'find me blabbering here mostly about @ChelseaFC | @rogerfederer | @alo_oficial | Rahul Dravid | Sportholic! Coldplay !\\n\\ninsta : an_addicted_enigma',b'1321',b'918',b'19',b'33427',b'2024',b'False',b'False',b'False',b'False',b'2011-07-04 08:25:07'
b'@Kritika_Kamra Lo ek aur aa gai... arey madam aapko itna dar kyu lagta hai in jihadiyon se??? Pro CAA is only about\\u2026 https://t.co/SpSY43giXu',b'1232159462955397120',b'subtleIndian',b'subtle_being',b'',b'Hindu by heart and soul; Respect all religious followers until they bother mine; diligent responses/tweets for India first agenda;',b'12',b'116',b'0',b'861',b'1346',b'False',b'False',b'True',b'False',b'2019-12-31 14:18:33'
b'Shaheen Bagh Official duplicity exposes. Portraying a Islamist Sharukh firing gun at policeman as a Pro CAA and an\\u2026 https://t.co/NFKucsBJ3F',b'1232159421490290688',b'Ganesh Iyer\\u2764\\U0001f1ee\\U0001f1f3',b'Jaz_baatein',b'India',"b'Proud to be Indian\\U0001f60a\\U0001f1ee\\U0001f1f3\\nProud Hindu, Proud of My PM Modi\\U0001f64f\\nIndia is Hindu Rastra\\U0001f1ee\\U0001f1f3,\\nTrekker, Traveler\\U0001f60e'",b'4034',b'3830',b'4',b'51197',b'62106',b'False',b'False',b'False',b'False',b'2008-09-29 04:01:35'
"b""They don't give a damn about CAA or NRC or NPR. They're not pro law protestors. They're anti-Muslim. No one is atta\\u2026 https://t.co/9PWtbw9Lfr""",b'1232159405581332480',b'Hasiba Amin \\U0001f308',b'HasibaAmin',b'Goa | Delhi',"b'National Convenor, INC digital communications dept | Future Leaders Connect fellow, British Council & Cambridge Uni | Ex State President & National GS, NSUI'",b'94390',b'1139',b'177',b'41278',b'24507',b'True',b'False',b'False',b'False',b'2012-07-15 16:00:26'
b'Not Pro-CAA group rather group of rioters and killers. At one point a Hindu mob had threatened to take a journalist\\u2026 https://t.co/Lbm5mjktfu',b'1232159360803098627',b'Kawalpreet Kaur',b'kawalpreetdu',"b'New Delhi, India. '","b""Graduate in Psychology and Law from Delhi University. Delhi President, All India Student's Association.""",b'17113',b'778',b'54',b'7776',b'1711',b'False',b'False',b'True',b'False',b'2017-02-24 08:40:28'
b'@BDUTT What is pro CAA?\\nThey are anti Muslim',b'1232159262958215169',b'Bismil',b'ram_bismil',b'',"b'Patriot but Not a nationalsit,\\nunshamedly liberal.\\nBhakts will be blocked ASAP'",b'9',b'35',b'0',b'19',b'8918',b'False',b'False',b'True',b'False',b'2019-10-01 17:42:12'
"b""@rajeshsound @monikamanchanda Say nothing but think as to why he's saying that. What made him come to this conclusi\\u2026 https://t.co/rgUAGtyMFn""",b'1232159259623706624',b'Skyfur',b'myshanks',b'Mysore',"b'Senior Management. CII Mysore IT/ITES Panel Convenor, TiE Mentor, Can give a lot of Gyan to Start-ups. Ex Serial Entrepreneur, Ham Radio VU2SPK'",b'289',b'348',b'5',b'15504',b'22216',b'False',b'False',b'True',b'False',b'2009-12-10 02:17:11'
b'@Kritika_Kamra Did u investigate that who started these riots and pro caa protesters were saying that riot start fr\\u2026 https://t.co/1upxVPZyfO',b'1232159242347581440',b'gauravsethi193',b'gauravsethi193',b'',b'',b'1',b'1',b'0',b'34',b'2',b'False',b'False',b'True',b'False',b'2015-05-20 11:16:30'
"b""@ArvindKejriwal Being a CM of Delhi can't u visit the spot and talk to the police to catch the goons even if they a\\u2026 https://t.co/9iWq2VHm2c""",b'1232159207648092163',b'SiD',b'SiD_743',b'',b'No comments!!',b'16',b'36',b'0',b'704',b'1228',b'False',b'False',b'True',b'False',b'2016-02-18 10:43:50'
"b'@wise_otherwisee @minicnair Ye ek ke hath me CAA hai, jo toot gaya, Ek NRC aur teesra NPR lekar khada hai. Hame kap\\u2026 https://t.co/oQX9548Roc'",b'1232159167604981760',b'Arbaz Siddiqui',b'arbazsami4',b'gareebi rekha k neeche !!',b'Ego Friendly | Jhootha | Self-centered |  MSW | POETRY | LEFTist Batsmen | Bholenaath ki Nagri | Half way to Heaven | Biggest Lover of this World !!',b'250',b'1043',b'0',b'4583',b'9957',b'False',b'False',b'True',b'False',b'2016-02-21 18:14:28'
"b'Dear senior journalists, \\n\\nCAA is already an act. \\n\\nThere can be no such thing as \\u2018Pro CAA protestors\\u2019. \\n\\nThose who\\u2026 https://t.co/CdVtgEELhx'",b'1232159093999063045',b'being_salman.iac',b'BeingIac',b'Mumbai',"b'The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails A Bon Viveur, A Carpe Diem, A Wanderluster \\U0001f60e'",b'2',b'121',b'0',b'1095',b'1603',b'False',b'False',b'True',b'False',b'2020-01-21 05:57:17'
b'@pprasant @Worship1231 @Reckon11130414 @VerBubbly @fayedsouza There were no violence until these kinds of slogans(d\\u2026 https://t.co/4vkzIgqyW9',b'1232158940885999616',b'Aamil Siddiqui',b'aamilsidd',"b'\\u0915\\u094b\\u0932\\u094b\\u0928\\u0932\\u0917\\u0902\\u091c, \\u092d\\u093e\\u0930\\u0924'","b""Looking right b'coz she left me...!!!""",b'7',b'45',b'0',b'48',b'94',b'False',b'False',b'True',b'False',b'2017-01-19 17:02:02'
b'Also Pro CAA protesters https://t.co/v2DBXHNMVY',b'1232158936842682369',b'Chetan Khanna',b'ChetanKhanna07',b'',b'In the business of developing THINKING ROOMS!!(bathrooms)\\U0001f601\\U0001f601\\U0001f609. Views expressed are in personal capacity. Retweet does not mean endorsement.',b'69',b'111',b'0',b'4993',b'6526',b'False',b'False',b'True',b'False',b'2019-07-22 16:54:31'
b'@Chandankrishn13 @fayedsouza Violence was done by pro caa people thanks to your lovely kapil mishra',b'1232158865275285504',b'HasNeon',b'hasnainans',b'',"b'If you are complaining, you are wasting  your time. Focus on solutions not the problem.'",b'116',b'1340',b'1',b'153',b'1320',b'False',b'False',b'True',b'False',b'2013-05-04 12:07:24'
b'Chronology of events.\\n\\nWaris Pathan threatens 100 crore Hindus and people comes to street.\\n\\nShahrukh fires 8 rounds\\u2026 https://t.co/nQfrWm3CfS',b'1232158785545920513',b'Mayank',b'mayank29gupta',b'\\u092e\\u0941\\u092b\\u094d\\u0924\\u093f\\u0938\\u094d\\u0924\\u093e\\u0928',"b'Delhite, who went to UP for free laptop. Now planning to come back to Delhi for free Wi-Fi.'",b'1094',b'1024',b'27',b'70525',b'1627',b'False',b'False',b'True',b'False',b'2012-08-31 13:48:41'
"b'In photos: CAA supporters attack Muslims at Delhi protest, hurl stones and petrol bombs  https://t.co/9GXGZrmlPj via @scroll_in'",b'1232158730952880128',b'Ridhiman Balaji',b'Ridhimaniac',b'',b'',b'283',b'2744',b'2',b'4538',b'1214',b'False',b'False',b'False',b'False',b'2011-04-27 21:50:22'
"b""@IndiaToday Before CAA, country must fix the unemployment issue.. otherwise how come these many 'anti' or 'pro' CAA\\u2026 https://t.co/60gR37V0db""",b'1232158645657329666',b'Madhu Kiran',b'MadhuKT',b'',b'',b'26',b'75',b'0',b'1441',b'846',b'False',b'True',b'True',b'False',b'2010-05-07 10:25:06'
b'@realDonaldTrump Reuters photojournalist Danish Siddiqui shared these images of a Muslim man being brutally beaten\\u2026 https://t.co/eXBZK1Cizk',b'1232158616389660673',b'amir irshad',b'IrshadAmir123',b'india',b'',b'3',b'64',b'0',b'480',b'603',b'False',b'False',b'True',b'False',b'2012-11-14 04:24:49'
b'@abdulma13460613 @PahlwanRaju @msisodia \\u0928\\u093e\\u092e \\u0938\\u0947 \\u0924\\u094b \\u0936\\u093e\\u0939\\u0930\\u0941\\u0916 \\u0939\\u0948 \\u0914\\u0930 @AltNews \\u0928\\u0947 \\u0924\\u0947\\u0930\\u0947 \\u092e\\u0941\\u0901\\u0939 \\u092a\\u0930 \\u0925\\u0942\\u0915 \\u0926\\u093f\\u092f\\u093e \\u0939\\u0948\\u0964 \\n\\nhttps://t.co/UOCX78zwvt',b'1232158587973074945',b'\\u0936\\u0948\\u0932\\u0947\\u0936',b'skjha938',b'India',b'\\u0926\\u0947\\u0936 \\u0914\\u0930 \\u0938\\u0928\\u093e\\u0924\\u0928 \\u0915\\u094b \\u0938\\u092e\\u0930\\u094d\\u092a\\u093f\\u0924\\u0964 \\u091c\\u094b \\u092d\\u0940 \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f\\u0915 \\u0926\\u0932 \\u0907\\u0938\\u0947 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u0926\\u0947\\u0964 \\u092e\\u0947\\u0930\\u093e \\u0938\\u092e\\u0930\\u094d\\u0925\\u0928 \\u0909\\u0938\\u0940 \\u0915\\u094b\\u0964 \\u0915\\u093f\\u0938\\u0940 \\u0930\\u093e\\u091c\\u0928\\u0940\\u0924\\u093f\\u0915 \\u0926\\u0932 \\u0915\\u093e \\u0938\\u092e\\u0930\\u094d\\u0925\\u0915 \\u0938\\u092e\\u091d \\u0915\\u0930 \\u092e\\u0941\\u091d\\u0947 \\u092b\\u0949\\u0932\\u094b \\u0928\\u093e \\u0915\\u0930\\u0947\\u0902\\u0964 \\u0938\\u093e\\u0930\\u0947 \\u0926\\u0932 \\u091b\\u094b\\u091f\\u0947 \\u092f\\u093e \\u092c\\u095c\\u0947 \\u091a\\u094b\\u0930 \\u0939\\u0948',b'376',b'437',b'1',b'12405',b'52532',b'False',b'False',b'True',b'False',b'2013-02-05 11:24:24'
b'Cop to pro-CAA group: \\u2018Go ahead and throw stones\\u2019 \\n#DelhiBurning \\n#DelhiPolice \\n#DelhiViolence \\nhttps://t.co/rDyT5LoymT',b'1232158563730182145',b'Subhan Ahmad',b'iSUBHAN',"b'New Delhi, India'",b'Lawyer\\nChaisexual',b'84',b'187',b'0',b'692',b'3311',b'False',b'False',b'False',b'False',b'2009-10-20 16:59:30'
b'@nitindhanuka But what do they want out of it. \\nWhat they wanted is already a law. Has govt decided to overturn it\\u2026 https://t.co/GltPRNasy7',b'1232158537637187584',b'Rakesh',b'RakeshAlva',"b'Mumbai, India'",b'find me blabbering here mostly about @ChelseaFC | @rogerfederer | @alo_oficial | Rahul Dravid | Sportholic! Coldplay !\\n\\ninsta : an_addicted_enigma',b'1321',b'918',b'19',b'33427',b'2024',b'False',b'False',b'False',b'False',b'2011-07-04 08:25:07'
